area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,Billamaranahalli,2 Bedroom,AWharan,1275.0,2.0,2.0,150.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,AkonyHa,1435.0,2.0,2.0,115.0
Super built-up  Area,18-May,Kadugodi,2 BHK,Alestrb,1314.0,2.0,3.0,80.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260.0,2.0,1.0,100.0
Plot  Area,Ready To Move,Srirampura,7 Bedroom,Unknown,1875.0,4.5,1.0,192.0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Unknown,1080.0,2.0,1.0,49.0
Built-up  Area,Ready To Move,Nagasandra,8 Bedroom,Unknown,2490.0,4.5,3.0,160.0
Super built-up  Area,18-Feb,Mysore Road,3 BHK,PrawnRa,1082.0,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Jakkur,3 BHK,Unknown,1150.0,3.0,2.0,65.0
Super built-up  Area,18-Dec,Hennur Road,2 BHK,DSeldpr,1052.0,2.0,1.0,34.72
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Unknown,1045.0,2.0,1.0,45.0
Built-up  Area,Ready To Move,Kodigehaali,3 BHK,Shyas S,1442.0,3.0,2.0,80.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SrncyRe,1500.0,2.0,2.0,75.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255.0,2.0,1.0,53.57
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,Unknown,1432.0,3.0,2.0,79.0
Built-up  Area,Ready To Move,Kundalahalli,3 Bedroom,Roima A,2100.0,3.0,2.0,150.0
Built-up  Area,Ready To Move,Hennur Road,2 BHK,Eltert ,1450.0,2.0,2.0,80.0
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,PualeSk,1346.0,2.0,1.0,69.61
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Unknown,1200.0,2.0,2.0,29.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,925.0,2.0,1.0,49.82
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Unknown,1160.0,2.0,2.0,49.0
Super built-up  Area,18-Apr,Lingadheeranahalli,3 BHK,Shiumi ,1768.0,3.0,3.0,81.31
Super built-up  Area,Ready To Move,Kothanur,2 BHK,Unknown,1094.0,2.0,2.0,54.0
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,Unknown,1500.0,3.0,3.0,90.0
Built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745.0,3.0,2.0,130.0
Built-up  Area,Ready To Move,Bommanahalli,7 Bedroom,Unknown,2490.0,4.5,2.0,85.0
Super built-up  Area,Ready To Move,Sonnenahalli,3 BHK,AdtusAn,1550.0,3.0,1.0,50.0
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340.0,4.5,1.0,160.0
Super built-up  Area,19-Mar,Whitefield,3 BHK,Prtates,1655.0,3.0,2.0,113.0
Super built-up  Area,19-Jan,Battarahalli,3 BHK,PaontWa,2024.0,3.0,2.0,103.0
Built-up  Area,Ready To Move,Siddapura,4 Bedroom,PrstaLa,2490.0,4.5,0.0,225.0
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,AFe 3Ph,1575.0,4.0,3.0,100.0
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,2490.0,4.0,2.0,225.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Jancyva,1265.0,2.0,3.0,55.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town KHB Apartment,3 BHK,Unknown,1100.0,2.0,2.0,45.0
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,Unknown,1160.0,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246.0,2.0,1.0,67.4
Super built-up  Area,19-Mar,Hosa Road,1 BHK,Skume R,615.0,1.0,1.0,43.08
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Prhna S,1128.0,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Tirumanahalli,2 BHK,AmiewLa,1260.0,2.0,1.0,55.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830.0,3.0,3.0,89.89
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,Unknown,1525.0,2.0,2.0,68.0
Super built-up  Area,18-Jan,Yelahanka,1 BHK,Prensya,602.0,2.0,1.0,30.0
Built-up  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,Unknown,2490.0,4.0,2.0,225.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835.0,3.0,3.0,89.0
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1250.0,3.0,3.0,62.6
Plot  Area,Ready To Move,Subhash Nagar,4 Bedroom,Unknown,1200.0,4.0,1.0,110.0
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vestas ,1855.0,3.0,3.0,96.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2089.0,3.0,2.0,148.0
Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,Unknown,2490.0,3.0,2.0,200.0
Built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200.0,2.0,2.0,44.73
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa 3t ,1095.0,2.0,1.0,45.0
Plot  Area,Ready To Move,Ambedkar Nagar,3 Bedroom,Thessrm,2490.0,3.0,2.0,225.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Saarlth,2490.0,3.0,2.0,225.0
Built-up  Area,Ready To Move,Kothanur,3 BHK,EiionCa,1170.0,3.0,2.0,80.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1280.0,2.0,1.0,88.0
Super built-up  Area,18-Jul,Rajaji Nagar,2 BHK,Puwerun,1224.0,2.0,0.0,105.0
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1694.0,3.0,1.0,125.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,KBityo ,825.0,2.0,1.0,30.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Unknown,1612.0,3.0,1.0,98.38
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985.0,2.0,1.0,25.12
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175.0,2.0,2.0,75.0
Plot  Area,Ready To Move,Sunkadakatte,1 Bedroom,Unknown,600.0,1.0,0.0,24.0
Built-up  Area,Ready To Move,Whitefield,3 BHK,SneurGr,1740.0,3.0,3.0,85.0
Super built-up  Area,Ready To Move,Carmelaram,3 BHK,DSensn ,1770.0,3.0,2.0,99.0
Plot  Area,Ready To Move,HAL 2nd Stage,8 Bedroom,Unknown,1000.0,4.5,3.0,225.0
Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,S2ionrn,1090.0,2.0,1.0,46.0
Plot  Area,Ready To Move,Vasanth nagar,6 Bedroom,Unknown,2295.0,3.0,0.0,225.0
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,Unknown,2490.0,4.5,1.0,225.0
Super built-up  Area,Ready To Move,Jogupalya,3 BHK,Ranor M,1800.0,3.0,1.0,130.0
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221.0,3.0,3.0,65.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,Maian M,1046.0,2.0,1.0,48.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1290.0,2.0,3.0,56.12
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1065.0,2.0,1.0,30.76
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850.0,4.0,2.0,121.0
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,SraveHi,1097.0,2.0,1.0,49.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Mykyayi,1200.0,3.0,2.0,70.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,Unknown,2160.0,3.0,2.0,170.0
Super built-up  Area,18-May,Anekal,2 BHK,Aavelis,1140.0,2.0,2.0,52.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Unknown,1297.0,2.0,2.0,98.0
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Shers S,1150.0,2.0,0.0,50.0
Super built-up  Area,Ready To Move,Kuvempu Nagar,2 BHK,Unknown,1375.0,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Veisear,1245.0,2.0,2.0,58.0
Super built-up  Area,18-Mar,Vasanth nagar,4 BHK,Prian E,2490.0,4.5,1.0,225.0
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,Unknown,1800.0,3.0,0.0,180.0
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Mapleer,1594.0,3.0,2.0,140.0
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700.0,2.0,2.0,36.0
Built-up  Area,Ready To Move,Rajaji Nagar,5 Bedroom,Unknown,2490.0,4.0,0.0,225.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Arnis A,1000.0,2.0,0.0,50.0
Plot  Area,Ready To Move,Whitefield,6 Bedroom,Adowslm,2490.0,4.5,1.0,225.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Unknown,1160.0,2.0,2.0,42.0
Plot  Area,Ready To Move,Uday Nagar,6 Bedroom,Unknown,1200.0,4.5,0.0,85.0
Plot  Area,Ready To Move,OMBR Layout,5 Bedroom,Unknown,600.0,3.0,0.0,140.0
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,MJarlPe,1570.0,2.0,2.0,95.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1290.0,2.0,2.0,88.0
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Unknown,1200.0,2.0,1.0,44.4
Super built-up  Area,20-Apr,Langford Gardens,3 BHK,Soond R,2490.0,4.5,2.0,225.0
Super built-up  Area,Ready To Move,Shanti Nagar,3 BHK,VentsAp,2250.0,3.0,0.0,180.0
Built-up  Area,Ready To Move,Defence Colony,2 BHK,Inshath,1270.0,2.0,2.0,172.0
Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,Prncyay,1145.0,2.0,2.0,44.0
Super built-up  Area,Ready To Move,Chikkabanavar,3 BHK,Unknown,1320.0,2.0,2.0,46.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1065.0,2.0,1.0,30.75
Built-up  Area,18-Mar,Whitefield,3 BHK,MKensi ,1650.0,3.0,2.0,48.0
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1371.0,2.0,1.0,86.0
Built-up  Area,Ready To Move,Doddanakunte,5 Bedroom,Unknown,2490.0,4.5,2.0,150.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1575.0,3.0,1.0,94.5
Super built-up  Area,18-Jan,Yelahanka,2 BHK,Prensya,1362.0,2.0,2.0,66.0
Built-up  Area,18-Mar,Bettahalsoor,5 Bedroom,Toainnt,2490.0,2.0,2.0,225.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255.0,3.0,1.0,90.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Unknown,925.0,2.0,1.0,35.0
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,DSrry S,1088.0,2.0,1.0,30.46
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2140.0,3.0,2.0,139.0
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1584.0,3.0,2.0,101.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BMttaor,1175.0,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3 BHK,Unknown,1555.0,3.0,3.0,52.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Vandaac,1585.0,2.0,2.0,79.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Unknown,1354.0,2.0,2.0,71.0
Super built-up  Area,18-Jun,Madiwala,2 BHK,Unknown,1165.0,2.0,2.0,45.0
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,Unknown,1200.0,3.0,1.0,75.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1740.0,2.0,1.0,137.0
Plot  Area,Ready To Move,Hebbal,9 Bedroom,Unknown,1200.0,4.5,2.0,185.0
Super built-up  Area,20-Dec,Rachenahalli,2 BHK,AsNowre,985.0,2.0,1.0,50.17
Plot  Area,Ready To Move,Kattigenahalli,3 Bedroom,Unknown,600.0,4.0,2.0,70.0
Super built-up  Area,Ready To Move,Duddanahalli,3 BHK,Unknown,1340.0,2.0,2.0,47.0
Super built-up  Area,20-Aug,Begur Road,3 BHK,Pruthg ,1583.0,3.0,1.0,95.23
Plot  Area,Ready To Move,"Beml layout, Rajarajeshwari nagar",4 Bedroom,Unknown,1200.0,4.5,2.0,225.0
Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,Unknown,1200.0,1.0,1.0,180.0
Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1275.0,2.0,0.0,61.74
Super built-up  Area,17-Dec,Thanisandra,3 BHK,Bhmesy ,1573.0,3.0,2.0,100.0
Super built-up  Area,18-Jan,CV Raman Nagar,2 BHK,Unknown,1227.0,2.0,2.0,42.88
Super built-up  Area,Ready To Move,Yemlur,2 BHK,Saensar,1210.0,2.0,1.0,60.0
Super built-up  Area,19-Feb,Basavangudi,3 BHK,Unknown,1650.0,3.0,3.0,125.0
Plot  Area,Ready To Move,Chikkalasandra,5 Bedroom,Unknown,1000.0,4.0,2.0,225.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Nencei ,1485.0,2.0,2.0,63.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1735.0,3.0,2.0,97.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1730.0,3.0,2.0,175.0
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,Spngsin,1684.0,3.0,2.0,86.0
Super built-up  Area,Ready To Move,Sai Gardens,3 BHK,Alivae ,1686.0,3.0,3.0,77.0
Super built-up  Area,Ready To Move,Bikasipura,3 BHK,Unknown,1654.0,3.0,3.0,82.0
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1600.0,3.0,3.0,105.0
Built-up  Area,Ready To Move,KR Puram,2 BHK,Unknown,1100.0,2.0,1.0,39.9
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1655.0,3.0,3.0,95.0
Super built-up  Area,Ready To Move,Hennur,3 BHK,Bront A,1830.0,3.0,3.0,121.0
Super built-up  Area,18-Apr,Hebbal,3 BHK,Arcia S,1430.0,3.0,1.0,85.0
Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,HRnyaAn,1989.0,4.0,3.0,155.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MamelKa,1044.0,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1426.0,3.0,2.0,85.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prdomt ,1000.0,2.0,1.0,29.0
Plot  Area,18-Jan,Kathriguppe,2 Bedroom,Unknown,754.0,2.0,0.0,69.99
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1140.0,2.0,1.0,33.06
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Unknown,900.0,2.0,1.0,35.0
Built-up  Area,Ready To Move,Gulakamale,2 BHK,SLenssh,1200.0,2.0,3.0,50.0
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,Aaentpa,580.0,1.0,1.0,45.0
Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1030.0,2.0,1.0,50.36
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Unknown,1910.0,4.0,3.0,150.0
Super built-up  Area,Ready To Move,Mahalakshmi Puram,3 BHK,SKthaAa,1950.0,3.0,3.0,132.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724.0,3.0,1.0,125.0
Plot  Area,Ready To Move,Konanakunte Cross,3 Bedroom,Unknown,1200.0,2.0,2.0,130.0
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,Unknown,1314.0,2.0,0.0,225.0
Built-up  Area,Ready To Move,Kothanur,2 BHK,Bisic C,1400.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Unknown,1400.0,2.0,2.0,68.0
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Unknown,1115.0,2.0,2.0,44.6
Built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1300.0,2.0,2.0,55.86
Built-up  Area,Ready To Move,Arishinakunte,4 Bedroom,Unknown,2400.0,4.0,1.0,150.0
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1332.0,2.0,1.0,108.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1000.0,2.0,1.0,41.0
Plot  Area,18-Dec,Whitefield,3 Bedroom,Unknown,1200.0,3.0,2.0,67.75
Built-up  Area,Ready To Move,Whitefield,4 BHK,Unknown,2444.0,4.0,2.0,145.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Reciale,1600.0,3.0,1.0,85.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Unknown,1196.0,2.0,2.0,57.95
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025.0,2.0,1.0,54.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180.0,4.0,3.0,180.0
Super built-up  Area,Ready To Move,Jakkasandra,3 BHK,LuntsAp,1600.0,3.0,2.0,102.0
Built-up  Area,Ready To Move,Whitefield,2 BHK,Mithmn ,1270.0,2.0,1.0,110.0
Built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,Unknown,2490.0,4.0,2.0,225.0
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1932.47,3.0,2.0,183.0
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2086.0,3.0,2.0,160.0
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1165.0,2.0,1.0,51.42
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440.0,2.0,2.0,165.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Unknown,1900.0,3.0,2.0,85.0
Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,740.0,1.0,1.0,22.0
Super built-up  Area,18-Aug,Bellandur,2 BHK,NiCodCa,1260.0,2.0,2.0,83.5
Built-up  Area,Ready To Move,Tumkur Road,4 Bedroom,Unknown,1100.0,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717.0,3.0,3.0,125.0
Super built-up  Area,18-May,Chellikere,2 BHK,Unknown,1088.0,2.0,2.0,46.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Vaderla,1335.0,2.0,1.0,56.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Unentsi,1200.0,2.0,1.0,42.0
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,Unknown,1325.0,2.0,2.0,60.0
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,BSensth,1157.0,2.0,1.0,73.0
Super built-up  Area,21-Dec,KR Puram,4 BHK,Moquach,1275.0,2.0,2.0,121.0
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Unknown,1200.0,2.0,1.0,54.0
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Cemesal,1510.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1050.0,2.0,2.0,54.0
Super built-up  Area,Ready To Move,Chikkadunnasandra,2 BHK,Kr 10Ca,1200.0,2.0,2.0,45.0
Super built-up  Area,18-May,Binny Pete,3 BHK,Shestlo,1516.0,3.0,1.0,147.0
Plot  Area,Ready To Move,Indira Nagar,6 Bedroom,Unknown,2400.0,4.5,2.0,225.0
Super built-up  Area,18-Dec,Channasandra,2 BHK,MVisear,1050.0,2.0,1.0,44.41
Plot  Area,Ready To Move,Hegde Nagar,2 Bedroom,Unknown,1000.0,2.0,0.0,66.0
Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,Unknown,1050.0,2.0,2.0,35.0
Plot  Area,Ready To Move,JP Nagar,4 Bedroom,Unknown,600.0,4.5,2.0,110.0
Plot  Area,Ready To Move,Ananth Nagar,4 Bedroom,Unknown,600.0,3.0,2.0,62.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Cadel C,1210.0,2.0,3.0,69.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SuezeLa,1660.0,3.0,1.0,110.0
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Rintspa,1410.0,2.0,3.0,125.0
Super built-up  Area,18-Jun,Electronics City Phase 1,2 BHK,Shitt S,1305.0,2.0,1.0,67.0
Built-up  Area,Ready To Move,Kavika Layout,6 BHK,Unknown,1800.0,4.5,2.0,101.0
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Malmser,1206.0,2.0,3.0,53.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Amarere,1150.0,2.0,2.0,55.0
Carpet  Area,Ready To Move,Dinnur,2 BHK,Gaaran ,1100.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,Unknown,1245.0,2.0,1.0,125.0
Built-up  Area,Ready To Move,Cooke Town,3 BHK,Sillaa ,1850.0,3.0,3.0,110.0
Built-up  Area,18-Mar,Hoodi,4 Bedroom,Unknown,2490.0,4.0,1.0,220.0
Super built-up  Area,Ready To Move,Sompura,4 BHK,Suiseit,2150.0,3.0,2.0,85.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,2490.0,3.0,1.0,225.0
Super built-up  Area,17-Sep,Lingarajapuram,2 BHK,Unknown,1035.0,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Nandini Layout,2 BHK,Unknown,600.0,3.0,2.0,72.0
Super built-up  Area,Ready To Move,Zuzuvadi,3 BHK,Unknown,1200.0,3.0,3.0,75.0
Plot  Area,Ready To Move,BCC Layout,7 Bedroom,Unknown,1200.0,4.5,2.0,225.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shitt S,755.0,1.0,0.0,30.12
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,JHk 1en,960.0,2.0,2.0,35.0
Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,Unknown,450.0,1.0,1.0,20.0
Super built-up  Area,Ready To Move,Infantry Road,5 BHK,Unknown,2490.0,4.5,2.0,225.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1571.0,3.0,3.0,53.12
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1489.0,2.0,1.0,70.0
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,800.0,2.0,1.0,32.0
Built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,980.0,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215.0,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Unknown,911.0,2.0,1.0,26.5
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1535.0,3.0,2.0,90.0
Plot  Area,Ready To Move,5th Block Hbr Layout,5 Bedroom,Unknown,1200.0,4.5,2.0,205.0
Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,GModsNR,1500.0,2.0,1.0,70.0
Built-up  Area,Ready To Move,Brookefield,2 BHK,ARnts A,1588.0,2.0,3.0,58.0
Plot  Area,Ready To Move,Horamavu Banaswadi,4 Bedroom,Unknown,675.0,4.0,2.0,68.0
Built-up  Area,17-Sep,Kannamangala,2 BHK,VBownre,957.0,2.0,2.0,56.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1200.0,2.0,1.0,34.65
Super built-up  Area,Ready To Move,Kanakapura main  Road,3 BHK,Unknown,1495.0,2.0,2.0,52.33
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845.0,2.0,0.0,34.0
Built-up  Area,Ready To Move,Padmanabhanagar,4 BHK,Unknown,2490.0,4.0,2.0,225.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SoniaEt,2206.0,4.0,1.0,180.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Unknown,1181.0,2.0,1.0,61.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Unknown,1309.0,2.0,3.0,69.5
Built-up  Area,Ready To Move,Horamavu Agara,3 Bedroom,Unknown,1400.0,3.0,3.0,63.0
Plot  Area,Ready To Move,B Channasandra,5 Bedroom,Unknown,1650.0,4.5,1.0,225.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1622.0,3.0,2.0,95.0
Super built-up  Area,18-Apr,CV Raman Nagar,2 BHK,Unknown,1225.0,2.0,2.0,48.0
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1719.0,3.0,3.0,95.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,995.0,2.0,1.0,40.8
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Unknown,1120.0,2.0,2.0,53.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Goner C,1047.0,2.0,1.0,75.0
Super built-up  Area,18-Apr,Devanahalli,3 BHK,Sabixtt,1466.0,3.0,3.0,59.96
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1691.0,3.0,2.0,100.0
Super built-up  Area,20-Dec,Chandapura,2 BHK,PavesGr,876.0,2.0,2.0,28.47
Super built-up  Area,18-May,CV Raman Nagar,3 BHK,Pu270a ,1659.0,3.0,1.0,135.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1270.0,2.0,1.0,105.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1269.0,2.0,3.0,50.75
Super built-up  Area,Ready To Move,Kammanahalli,2 BHK,Suvasre,1200.0,3.0,2.0,80.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,CalanGo,1315.0,2.0,2.0,69.5
Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,Unknown,2485.0,4.0,2.0,198.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354.0,3.0,1.0,85.86
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Enodsed,1344.0,3.0,1.0,130.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PrrloMo,1180.0,2.0,1.0,55.0
Super built-up  Area,18-Apr,Jalahalli,2 BHK,Cuohahi,1313.0,2.0,2.0,68.0
Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,1100.0,2.0,2.0,50.0
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,Unknown,600.0,4.0,1.0,78.0
